,furnitured,residential site,heating_system,number_floors,Title,number_rooms,net_area,price,ad_date,district,number_bathroom,county,id,Deposit,building_age,floor_wthn_bldng,total_area
1793,-,Hayır,-,4,Konyaaltı hurma mah kiralık eşyalı 3  katta,-,55m,1350.0,2019-02-01 00:00:00,Hurma Mahallesi',-,Konyaaltı,6923281,-,-,-,60m
1794,-,Hayır,-,5,Oba mah  1+1 daire kiralık,-,65m,1500.0,2019-02-01 00:00:00,Oba Mahallesi',-,Alanya,6677547,1500 TRY,-,-,70m
1795,-,Hayır,-,4,Full eşyalı temiz konforlu site içinde lüks kiralık 2+1 daire,-,100m,1500.0,2019-02-01 00:00:00,Hurma Mahallesi',-,Konyaaltı,6920767,-,-,-,110m
1796,-,Hayır,Klimalı,5,Konyaaltı toros sıfır eşyalı kiralık 1+1 daire,1+1,50m,1300.0,2019-02-01 00:00:00,Toros Mahallesi',1,Konyaaltı,6681121,1300 TRY,0 (Yeni),2. Kat,50m
1797,-,Hayır,-,6,şehir merkezinde önü açık lüks 2+1 ler,-,90m,1450.0,2019-02-01 00:00:00,Üçgen Mahallesi',-,Muratpaşa,6934602,-,-,-,100m
1798,-,Hayır,-,4,Antalya konyaaltı pınarbaşı mahallesinde kiralık 2 + 1 daire,-,100m,1800.0,2019-02-01 00:00:00,Pınarbaşı Mahallesi',-,Konyaaltı,6895496,1800 TRY,-,-,110m
1799,-,Hayır,-,4,Konyaaltı hurmada site içinde eşyalı 1+1 y giriş,-,55m,1000.0,2019-02-01 00:00:00,Hurma Mahallesi',-,Konyaaltı,6922302,-,-,-,65m
1800,-,Hayır,-,8,Meltem mah de kombili 3+1 lüks daire kiralık,-,130m,1500.0,2019-02-01 00:00:00,Meltem Mahallesi',-,Muratpaşa,6921222,1500 TRY,-,-,140m
1801,-,Hayır,-,4,Konyaaltı hurmada havuzlu 3+1 full eşyalı kiralık daire,-,155m,1500.0,2019-02-01 00:00:00,Hurma Mahallesi',-,Konyaaltı,6936769,1500 TRY,-,-,165m
1802,-,Hayır,Klimalı,14,Antalya kepez duraliler de 140m2  3+1  kiralık daire,3+1,140m,975.0,2019-02-01 00:00:00,Duraliler Mahallesi',1,Kepez,6922679,-,11-20,5. Kat,145m
1803,-,Hayır,Sobalı,3,Sarılar da kiralık 2+1,2+1,100m,650.0,2019-02-01 00:00:00,Sarılar Mahallesi',1,Manavgat,6937491,-,0 (Yeni),Yüksek giriş,110m
1804,-,Hayır,-,2,Güzelobada prestijli sitede eşyalı kiralık lüx 2+1,-,95m,2250.0,2019-02-01 00:00:00,Güzeloba Mahallesi',-,Muratpaşa,6921502,2250 TRY,-,-,110m
1805,-,Hayır,-,6,Yüzme havuzu güvenlik asansör oyun parkı 2+1 yüksek giriş dai,-,75m,600.0,2019-02-01 00:00:00,Hüsnü Karakaş Mahallesi',-,Kepez,6922715,600 TRY,-,-,85m
1806,-,Hayır,-,4,Bu fiyata kaçmaz çok cazip fiyat katta daire,-,50m,1000.0,2019-02-01 00:00:00,Ahatlı Mahallesi',-,Kepez,6937564,1000 TRY,-,-,65m
1807,-,Hayır,Klimalı,3,Güzelbağ kiralık 2+1 temiz daire,2+1,90m,850.0,2019-02-01 00:00:00,Güzelbağ Mahallesi',1,Muratpaşa,6937771,-,5-10,1. Kat,100m
1808,-,Hayır,-,4,Limanda denize 100m 3+1 full eşyalı kiralık daire,-,145m,1750.0,2019-02-01 00:00:00,Liman Mahallesi',-,Konyaaltı,6922305,1750 TRY,-,-,150m
1809,-,Hayır,-,4,Konyaaltı limanda doğalgazlı klimalı 1+1 full eşyalı kiralık dai,-,60m,1500.0,2019-02-01 00:00:00,Liman Mahallesi',-,Konyaaltı,6936722,1500 TRY,-,-,65m
1810,-,Hayır,-,5,Kültür mahallesinde 1+1 55m2 eşyalı kiralık daire,-,55m,1000.0,2019-02-01 00:00:00,Kültür Mahallesi',-,Kepez,6920926,-,-,-,60m
1811,-,Hayır,-,3,Antalya konyaaltı uncalı mahallesinde kiralık 3 + 1 daire,-,175m,3200.0,2019-02-01 00:00:00,Molla Yusuf Mahallesi',-,Konyaaltı,6887808,-,-,-,185m
1812,-,Hayır,Klimalı,9,Konyaaltı kuşkavağında denize 100 metre 2+1 115m2 kiralık daire,2+1,115m,1700.0,2019-02-01 00:00:00,Kuşkavağı Mahallesi',1,Konyaaltı,6935094,-,11-20,1. Kat,120m
1813,-,Hayır,Klimalı,7,Studyo lego evlerınde sıfır esyalı 1+1 agora avm yakını,1+1,55m,1150.0,2019-02-01 00:00:00,Altınova Orta Mahallesi',1,Kepez,6933384,1500 TRY,3,6. Kat,58m
1814,-,Hayır,-,5,Alanya oba gölde kiralık eşyalı 1+1 daire,-,50m,1850.0,2019-02-01 00:00:00,Oba Mahallesi',-,Alanya,6926815,1850 TRY,-,-,55m
1815,-,Hayır,-,4,Ahatlı kültürde kiralık full eşyalı daire,-,45m,800.0,2019-02-01 00:00:00,Kültür Mahallesi',-,Kepez,6185276,800 TRY,-,-,45m
1816,-,Hayır,Kombi Doğalgaz,8,Konyaaltı gürsu deniz manzaralı kombili full eşyalı site içi 3+1,3+1,160m,2750.0,2019-02-01 00:00:00,Gürsu Mahallesi',2,Konyaaltı,6929813,2750 TRY,11-20,8. Kat,170m
1817,-,Hayır,Isıtma yok,3,Kepez yeşilyurt mh üniv sanayi yakn yol cephe kiralık 2+1 y giriş,2+1,75m,700.0,2019-02-01 00:00:00,Yeşilyurt Mahallesi',1,Kepez,6932879,-,5-10,Yüksek giriş,80m
1818,-,Hayır,-,4,Liman mah kiralıkdoğal gazlı 2+1 lux eşyalı dublx  havuzlu sitede,-,100m,2000.0,2019-02-01 00:00:00,Liman Mahallesi',-,Konyaaltı,6932318,-,-,-,110m
1819,-,Hayır,-,3,Antalya kepez ahatlı mah de çok uygun 2+1 çatı katı,-,75m,600.0,2019-02-01 00:00:00,Ahatlı Mahallesi',-,Kepez,6931403,300 TRY,-,-,95m
1820,-,Hayır,-,4,Antalya konyaaltında lüks sitede geniş 3+1 dubleks daire,-,140m,1250.0,2019-02-01 00:00:00,Hurma Mahallesi',-,Konyaaltı,6930181,1250 TRY,-,-,150m
1821,-,Hayır,-,3,Bu fiyata kaçmaz çok cazip fiyat üniversitesiye 5dakika mesafede,-,140m,1200.0,2019-02-01 00:00:00,Kültür Mahallesi',-,Kepez,6929295,1200 TRY,-,-,160m
1822,-,Hayır,-,2,Atamey emlak tan side de 1+1 eşyalı kiralık  daire 1200 tl,-,75m,1200.0,2019-02-01 00:00:00,Side Mahallesi',-,Manavgat,6930920,1200 TRY,-,-,90m
1823,-,Hayır,Klimalı,4,Eşyalı amerikan mutfaklı 2+1 1 katta kültür mah,2+1,80m,1250.0,2019-02-01 00:00:00,Kültür Mahallesi',1,Kepez,6929264,-,4,1. Kat,90m
1824,-,Hayır,Klimalı,7,Lara düdenypark yakını kiralık eşyalı daire,2+1,80m,1400.0,2019-02-01 00:00:00,Güzeloba Mahallesi',2,Muratpaşa,6928787,-,5-10,Bahçe katı,90m
1825,-,Hayır,-,4,Konyaaltı  hurma mah kiralık 2+1 daire,-,90m,900.0,2019-02-01 00:00:00,Hurma Mahallesi',-,Konyaaltı,6929667,-,-,-,100m
1826,-,Hayır,Klimalı,4,Konyaaltı gürsu merkezinde park manzaralı 2+1,2+1,85m,1200.0,2019-02-01 00:00:00,Gürsu Mahallesi',1,Konyaaltı,6931902,1200 TRY,5-10,2. Kat,100m
1827,-,Hayır,Klimalı,3,Güzeloba havuzlu sitede kiralık 1+1 sıfır daire,1+1,55m,1250.0,2019-02-01 00:00:00,Güzeloba Mahallesi',1,Muratpaşa,6930326,-,0 (Yeni),Bahçe katı,60m
1828,-,Hayır,Klimalı,4,Yenigün ma 2+1 ayrı mutfakli kirak,2+1,110m,1000.0,2019-02-01 00:00:00,Yenigün Mahallesi',1,Muratpaşa,6932892,1000 TRY,5-10,2. Kat,120m
1829,-,Evet,Kombi Doğalgaz,4,Yalı cad site içinde geniş 2+1 sıfır görünümlü d gazlı daire,2+1,120m,1800.0,2019-02-01 00:00:00,Güzeloluk Mahallesi',1,Muratpaşa,6683868,-,5-10,Düz giriş,120m
1830,-,Hayır,Klimalı,7,Kiralık daire varlık mhcadde üstü boyanmış 7/4-2+1-125m2 mpaşa,2+1,120m,1350.0,2019-02-01 00:00:00,Varlık Mahallesi',1,Muratpaşa,6927325,1350 TRY,20 ve üzeri,4. Kat,125m
1831,-,Hayır,Klimalı,5,Denize sıfır 300 m2 büyüklüğünde muhteşem,3+1,280m,3500.0,2019-02-01 00:00:00,Cumhuriyet Mahallesi',2,Alanya,6922955,3500 TRY,11-20,3. Kat,300m
1832,-,Hayır,Klimalı,4,Etiler de kiralık daire,2+1,90m,1000.0,2019-02-01 00:00:00,Etiler Mahallesi',1,Muratpaşa,6928119,-,0 (Yeni),2. Kat,100m
1833,-,Hayır,Klimalı,4,Alanya damlataşta denize sıfır asansörlü 3+1 mükemmel daire,3+1,150m,2500.0,2019-02-01 00:00:00,Çarşı Mahallesi',2,Alanya,6925414,2500 TRY,11-20,3. Kat,165m
1834,-,Hayır,Klimalı,8,Konyaaltı - siteler mahallesinde  cadde üzerinde  ara kat  3+1  a,3+1,115m,1500.0,2019-02-01 00:00:00,Siteler Mahallesi',1,Konyaaltı,6927082,-,5-10,5. Kat,120m
1835,-,Hayır,-,5,Sadece  6  aylığına  kiralanacak  lüks  site  içerisinde  eşyalı,-,110m,2000.0,2019-02-01 00:00:00,Çıplaklı Mahallesi',-,Alanya,6932980,-,-,-,110m
1836,-,Hayır,-,5,Konyaaltı sarısuda kıralık  2+1 daıre,-,95m,1100.0,2019-02-01 00:00:00,Sarısu Mahallesi',-,Konyaaltı,6926162,1100 TRY,-,-,100m
1837,-,Hayır,-,4,Konyaaltı limanda havuzlu ayrı mutfaklı 2+1 full eşyalı kiralık,-,100m,1400.0,2019-02-01 00:00:00,Liman Mahallesi',-,Konyaaltı,6926675,1400 TRY,-,-,110m
1838,-,Hayır,-,4,Barınaklarda kiralık villa,7+1,450m,4500.0,2019-02-01 00:00:00,Çağlayan Mahallesi',4,Muratpaşa,6925445,4500 TRY,11-20,Villa tipi,400m
1839,-,Hayır,-,3,Konyaaltı altınkumda 2+1 catikatil,-,130m,1300.0,2019-02-01 00:00:00,Altınkum Mahallesi',-,Konyaaltı,6877163,1300 TRY,-,-,140m
1840,-,Hayır,-,9,Uncalıda site içi arakat doğalgazlı 3+1 kiralık,-,120m,2000.0,2019-02-01 00:00:00,Uncalı Mahallesi',-,Konyaaltı,6931999,2000 TRY,-,-,140m
1841,-,Hayır,-,4,Hurmada  geniş  ferah  4+1  kiralık  daire,-,150m,1400.0,2019-02-01 00:00:00,Hurma Mahallesi',-,Konyaaltı,6915009,-,-,-,150m
1842,-,Evet,Klimalı,3,Kültürde  katta  eşyalı  3+1  eşyalı  kiralık  daire,3+1,120m,1300.0,2019-02-01 00:00:00,Kültür Mahallesi',1,Kepez,6932959,-,11-20,1. Kat,130m
1843,-,Hayır,Klimalı,4,Oba da kiralık 1+1 eşyalı daire,1+1,65m,1300.0,2019-02-01 00:00:00,Oba Mahallesi',1,Alanya,6926379,1300 TRY,11-20,Kot 3,75m
1844,-,Hayır,-,5,Bahçelievler mahallesinde 2+1 kiralık daire 800 tl,-,90m,800.0,2019-02-01 00:00:00,Bahçelievler Mahallesi',-,Manavgat,6922669,-,-,-,100m
1845,-,Hayır,Klimalı,4,Havuzlu site içinde ful eşyalı lüks 1+1 temiz daire,1+1,70m,1500.0,2019-02-01 00:00:00,Oba Mahallesi',1,Alanya,6922892,1500 TRY,4,3. Kat,75m
1846,-,Hayır,-,4,Kültür mah de çok ucuz 2+0 apart daire,-,40m,550.0,2019-02-01 00:00:00,Kültür Mahallesi',-,Kepez,6867056,550 TRY,-,-,45m
1847,-,Hayır,Klimalı,6,Alanya  merkezde  eşyalı  kiralık  daireler,1+1,90m,850.0,2019-02-01 00:00:00,Şekerhane Mahallesi',1,Alanya,6937490,50 TRY,5-10,3. Kat,90m
1848,-,Hayır,-,4,Liman da süper konumda eşyalı kiralık residence,-,55m,1400.0,2019-02-01 00:00:00,Liman Mahallesi',-,Konyaaltı,6914713,-,-,-,60m
1849,-,Hayır,-,6,Cumhuriyet mah 5+1 250 m2 dubleks kiralık daire,-,240m,1250.0,2019-02-01 00:00:00,Cumhuriyet Mahallesi',-,Muratpaşa,6936870,-,-,-,250m
1850,-,Hayır,-,4,Konyaaltı hurmada full eşyalı kiralık daire,-,95m,1800.0,2019-02-01 00:00:00,Hurma Mahallesi',-,Konyaaltı,6914761,1800 TRY,-,-,100m
1851,-,Hayır,-,4,Konyaaltı hurmada havuzlu 2+1 full eşyalı kiralık daire,-,95m,1600.0,2019-02-01 00:00:00,Hurma Mahallesi',-,Konyaaltı,6913577,1600 TRY,-,-,100m
1852,-,Hayır,Klimalı,10,Konyaaltı uncalı üniversite yakını site içi 3+1,3+1,185m,1750.0,2019-02-01 00:00:00,Uncalı Mahallesi',2,Konyaaltı,6530323,1750 TRY,5-10,1. Kat,185m
1853,-,Hayır,Klimalı,3,Manavgat ılıca da havuzlu özel site içerisinde eşyalı daire,2+1,110m,1600.0,2019-02-01 00:00:00,Ilıca Mahallesi',Yok,Manavgat,6538622,1600 TRY,1,30-40,110m
1854,-,Hayır,Klimalı,7,Kiralık daire 3+1-varlık mh-235 m2 7/5 günısılı ve asansörlü,3+1,230m,1350.0,2019-02-01 00:00:00,Varlık Mahallesi',2,Muratpaşa,6912099,1350 TRY,20 ve üzeri,5. Kat,235m
1855,-,Hayır,Klimalı,3,Manavgat ata emlak tan side de kiralık 2+1 daire,2+1,110m,1200.0,2019-02-01 00:00:00,Side Mahallesi',Yok,Manavgat,6214604,1200 TRY,3,-,110m
1856,-,Hayır,Klimalı,3,Manavgat ata emlak tan side kemer mahallesinde 2+1 kiralık daire,2+1,85m,800.0,2019-02-01 00:00:00,Side Mahallesi',1,Manavgat,6214372,800 TRY,11-20,Yüksek giriş,85m
1857,-,Hayır,-,8,Antkop büyük ada sıtesı 2+1 kıralık daire,-,78m,750.0,2019-02-01 00:00:00,Zafer Mahallesi',-,Kepez,6912582,750 TRY,-,-,80m
1858,-,Hayır,-,5,Gursu sahilde 3/1 daire,-,125m,1600.0,2019-02-01 00:00:00,Altınkum Mahallesi',-,Konyaaltı,6913156,1600 TRY,-,-,135m
1859,-,Hayır,-,5,Alanya demirtaş site içerisinde kiralık 2+1 daire,-,90m,700.0,2019-02-01 00:00:00,Demirtaş Mahallesi',-,Alanya,6910934,700 TRY,-,-,100m
1860,-,Hayır,-,4,Hurmada  eşyalı  2+1  kiralık  daire,-,85m,1300.0,2019-02-01 00:00:00,Hurma Mahallesi',-,Konyaaltı,6911758,-,-,-,85m
1861,-,Hayır,Klimalı,5,Obagolde denıze 200m mesafede havuzlu sıte içinde 1+1 esyalı daı,1+1,65m,1225.0,2019-02-01 00:00:00,Oba Mahallesi',1,Alanya,6911438,1225 TRY,5-10,3. Kat,70m
1862,-,Hayır,Klimalı,4,Sarılar muhıttın ersoy bulvarında kıralık esyalı daıre,1+1,60m,950.0,2019-02-01 00:00:00,Sarılar Mahallesi',1,Manavgat,6911592,1000 TRY,4,2. Kat,80m
1863,-,Hayır,-,4,Konyaalti  limanda  luks  full+full  1+1esyali  daire,-,60m,1400.0,2019-02-01 00:00:00,Hurma Mahallesi',-,Konyaaltı,6911148,1400 TRY,-,-,70m
1864,-,Hayır,Isıtma yok,5,Saray mahallesınde 1+1 eşyalı kiralık daire,1+1,68m,800.0,2019-02-01 00:00:00,Saray Mahallesi',1,Alanya,6911354,800 TRY,5-10,2. Kat,70m
1865,-,Hayır,Kombi Doğalgaz,8,Konyaaltı altınkum da doğalgazlı havuzlu kiralık 3+1 daire,3+1,170m,2250.0,2019-02-01 00:00:00,Altınkum Mahallesi',2,Konyaaltı,6130616,2250 TRY,5-10,4. Kat,170m
1866,-,Hayır,-,11,Alanya mahmutlar merkezde  2+1 eşyalı kiralık  daire,-,110m,2092.0,2019-02-01 00:00:00,Mahmutlar Mahallesi',-,Alanya,6660337,-,-,-,110m
1867,-,Hayır,-,3,Yenimahallede 2+1 amerikan mutfaklı kiralık daire,-,90m,750.0,2019-02-01 00:00:00,Yeni Mahallesi',-,Kepez,6907772,-,-,-,100m
1868,-,Hayır,-,4,Konyaaltı hurma da kiralık iskanlı havuzlu katta 1+1,-,55m,1200.0,2019-02-01 00:00:00,Hurma Mahallesi',-,Konyaaltı,6907711,-,-,-,60m
1869,-,Hayır,-,4,Hurmahomes dan kapalı otoparklı lüks sitede katta full eşyalı 1+1,-,40m,1300.0,2019-02-01 00:00:00,Hurma Mahallesi',-,Konyaaltı,6937494,1300 TRY,-,-,45m
1870,-,Evet,-,9,Yenigün de yeni dünya sitesinde 3+1 eşyalı kiralık daire,-,130m,2500.0,2019-02-01 00:00:00,Yenigün Mahallesi',-,Muratpaşa,6861884,3000 TRY,-,-,150m
1871,-,Hayır,Klimalı,3,Güzelo bada 2+1 luks site icinde kiralik,2+1,110m,1650.0,2019-02-01 00:00:00,Ermenek Mahallesi',2,Muratpaşa,6907070,1700 TRY,5-10,1. Kat,120m
1872,-,Hayır,-,4,Kiralık eşyalı hamam sauna fıtness olan 2+1 kiralık residence,-,100m,2000.0,2019-02-01 00:00:00,Hurma Mahallesi',-,Konyaaltı,6905589,-,-,-,110m
1873,-,Hayır,-,3,Sütçüler hüsnü karakaş da 2+1 asansörlü dublex kiralık daire,-,190m,800.0,2019-02-01 00:00:00,Hüsnü Karakaş Mahallesi',-,Kepez,6905244,-,-,-,200m
1874,-,Hayır,Isıtma yok,5,Finike sahilkentte deniz manzaralı daire,3+1,155m,750.0,2019-02-01 00:00:00,Sahilkent Mahallesi',1,Finike,6939451,-,11-20,Kot 3,160m
1875,-,Hayır,-,3,Antalya konyaaltı uncalı mahallesinde kiralık 3 + 1 daire,-,160m,3000.0,2019-02-01 00:00:00,Uluç Mahallesi',-,Konyaaltı,6904571,-,-,-,180m
1876,-,Hayır,-,4,Ssk yakını eşyalı şık 1+1,-,90m,1550.0,2019-02-01 00:00:00,Üçgen Mahallesi',-,Muratpaşa,6904118,-,-,-,100m
1877,-,Hayır,-,3,Han emlakdan y emek mah kiralık 3  katta 2+1 daire 750 tl,-,85m,750.0,2019-02-01 00:00:00,Yeni Emek Mahallesi',-,Kepez,6914025,750 TRY,-,-,95m
1878,-,Hayır,-,4,Konyaaltı hurma da 3+1 kiralık dublex,-,120m,1250.0,2019-02-01 00:00:00,Hurma Mahallesi',-,Konyaaltı,6903712,-,-,-,130m
1879,-,Hayır,-,4,Antalya kepez şafak mah de arakatta asansörlü 2+1,-,90m,700.0,2019-02-01 00:00:00,Şafak Mahallesi',-,Kepez,6915088,700 TRY,-,-,110m
1880,-,Hayır,-,3,Muratpaşa konuksever mah  3+1 günısılı kiralık daire,-,140m,900.0,2019-02-01 00:00:00,Konuksever Mahallesi',-,Muratpaşa,6915394,-,-,-,150m
1881,-,Hayır,Klimalı,3,Ahatlı da katta asansörlü kiralık daire,1+1,50m,1000.0,2019-02-01 00:00:00,Ahatlı Mahallesi',1,Kepez,6921467,-,2,3. Kat,55m
1882,-,Hayır,-,6,Konyaaltı hurma da kiralık 3+1 ayrı mutfaklı,-,125m,1100.0,2019-02-01 00:00:00,Hurma Mahallesi',-,Konyaaltı,6936311,-,-,-,135m
1883,-,Hayır,-,2,Barış mh caddeüzerigüney ve yolcephe 2+1 105m2katta kiralık daire,-,105m,750.0,2019-02-01 00:00:00,Barış Mahallesi',-,Kepez,6919965,-,-,-,115m
1884,-,Hayır,Klimalı,3,Kültürde cafeler cad üniversite erasta yakını eşyalı kiralık 1+0,Stüdyo,20m,575.0,2019-02-01 00:00:00,Kültür Mahallesi',1,Kepez,6937127,-,0 (Yeni),Kot 1,25m
1885,-,Hayır,Kombi Doğalgaz,8,Havuzlu güvenlikli sitede doğalgazlı ebevyn banyolu eşyasız,3+1,170m,2500.0,2019-02-01 00:00:00,Uncalı Mahallesi',2,Konyaaltı,6936638,2500 TRY,5-10,3. Kat,180m
1886,-,Hayır,Klimalı,2,Güzeloba temiz ve bahçe katı kiralık 2+1 daire,2+1,90m,850.0,2019-02-01 00:00:00,Güzeloba Mahallesi',1,Muratpaşa,6937274,-,5-10,Yüksek giriş,100m
1887,-,Hayır,-,2,Kundu oteller bölgesinde havuzlu sitede sıfır eşyalı 2+1,-,90m,1750.0,2019-02-01 00:00:00,Kemerağzı Mahallesi',-,Aksu,6931737,3500 TRY,-,-,110m
1888,-,Hayır,-,4,Konyaaltı liman da superlux eşyalı 2+1 denize 400 mt mesafede,-,92m,2400.0,2019-02-01 00:00:00,Liman Mahallesi',-,Konyaaltı,6937417,-,-,-,100m
1889,-,Hayır,-,4,Konyaaltı öğretmenevleri nde eşyalı kıralık   cazıp 2+1,-,60m,1100.0,2019-02-01 00:00:00,Öğretmenevleri Mahallesi',-,Konyaaltı,6919451,1100 TRY,-,-,80m
1890,Boş,Hayır,Isıtma yok,7,Deniz mah  güllük telekom arkası asansörlü kiralık 2+1 daire,2+1,125m,1750.0,2019-02-01 00:00:00,Deniz Mahallesi',1,Muratpaşa,6918992,1750 TRY,20 ve üzeri,7. Kat,140m
1891,-,Hayır,-,4,Konyaaltı limanda havuzlu 3+1 ayrı mutfaklı klimalı kiralık dair,-,135m,1500.0,2019-02-01 00:00:00,Liman Mahallesi',-,Konyaaltı,6919887,1500 TRY,-,-,145m
1892,-,Hayır,-,4,Konyaaltı hurmada havuzlu 1+1 full eşyalı kiralık daire,-,60m,1100.0,2019-02-01 00:00:00,Hurma Mahallesi',-,Konyaaltı,6919282,1100 TRY,-,-,65m
1893,Boş,Hayır,Klimalı,4,Lara fenerde site içinde eşyalı 1+1 kiralık,1+1,35m,1200.0,2019-02-01 00:00:00,Fener Mahallesi',1,Muratpaşa,6920267,-,11-20,1. Kat,40m
1894,-,Hayır,-,4,Hurma da lüks sitede eşyalı 1+1 full eşyalı kiralık giriş,-,60m,1100.0,2019-02-01 00:00:00,Hurma Mahallesi',-,Konyaaltı,6919378,1100 TRY,-,-,65m
1895,-,Hayır,Klimalı,3,2+1 giriş katında 110 m2 güney cepheli eşyasız ferah daire,2+1,100m,1000.0,2019-02-01 00:00:00,Yüksekalan Mahallesi',1,Muratpaşa,6919831,-,11-20,Düz giriş,110m
1896,-,Hayır,-,4,Antalya ahatlı mah de çok uygun 2+1,-,85m,700.0,2019-02-01 00:00:00,Ahatlı Mahallesi',-,Kepez,6528525,700 TRY,-,-,85m
1897,-,Hayır,Isıtma yok,3,Arapsuyunda sitede 5+1 kiralık dubleks,5+1,225m,2500.0,2019-02-01 00:00:00,Arapsuyu Mahallesi',3,Konyaaltı,6918824,2500 TRY,5-10,3. Kat,250m
1898,-,Hayır,Klimalı,12,Antalya yeşilbahçede deniz manzaralı geniş 3+1,3+1,170m,2400.0,2019-02-01 00:00:00,Yeşilbahçe Mahallesi',2,Muratpaşa,6919846,-,20 ve üzeri,11. Kat,190m
1899,-,Hayır,-,4,Hurmada lüks eşyalı 2+1 kiralık daire,-,95m,1500.0,2019-02-01 00:00:00,Hurma Mahallesi',-,Konyaaltı,6919432,2000 TRY,-,-,100m
1900,-,Hayır,Isıtma yok,3,Kültür mah lf 09 yolu üzerinde 2+1 ayrı mutfak  kiralık daire,2+1,75m,800.0,2019-02-01 00:00:00,Kültür Mahallesi',1,Kepez,6919964,-,4,Yüksek giriş,80m
1901,-,Hayır,-,4,Antalya konyaaltı uncalı mah kiralık 4+1 dubleks daire,-,330m,3500.0,2019-02-01 00:00:00,Uncalı Mahallesi',-,Konyaaltı,6917531,3500 TRY,-,-,350m
1902,-,Hayır,-,4,Konyaaltı hurmada havuzlu 2 artı 1 full eşyalı kiralık daire,-,95m,1800.0,2019-02-01 00:00:00,Hurma Mahallesi',-,Konyaaltı,6917378,1800 TRY,-,-,100m
1903,-,Hayır,-,3,Alanya çarşı da kiralık 2+1 ayrı mutfak daire,-,110m,1200.0,2019-02-01 00:00:00,Çarşı Mahallesi',-,Alanya,6916963,1200 TRY,-,-,120m
1904,-,Hayır,-,2,Kütükçü de 3+1 daire kıralık,-,115m,750.0,2019-02-01 00:00:00,Kütükçü Mahallesi',-,Kepez,6917456,750 TRY,-,-,120m
1905,-,Hayır,-,3,Alanya çarşı da kiralık 1+0 daire,-,40m,600.0,2019-02-01 00:00:00,Çarşı Mahallesi',-,Alanya,6916925,600 TRY,-,-,45m
1906,-,Hayır,Klimalı,3,üniversite karşısı gülveren yeşilyurt eşyalı kiralık balkonlu 1+1,1+1,45m,900.0,2019-02-01 00:00:00,Yeşilyurt Mahallesi',1,Kepez,6918064,-,0 (Yeni),1. Kat,50m
1907,-,Hayır,-,3,Alanya çarşı da kiralık 2+1 daire,-,95m,800.0,2019-02-01 00:00:00,Çarşı Mahallesi',-,Alanya,6917024,800 TRY,-,-,100m
1908,-,Evet,Klimalı,5,Alanya kestel de ultra lüx 2+1 dublex kiralık daire,2+1,140m,3000.0,2019-02-01 00:00:00,Kestel Mahallesi',2,Alanya,6914672,3000 TRY,0 (Yeni),Çatı Dubleks,150m
1909,-,Hayır,Kombi Doğalgaz,4,Kiralandı - son 1  kat kaldı - apartment for rent -2+1 -a louer-,2+1,110m,1800.0,2019-02-01 00:00:00,Bahçelievler Mahallesi',2,Muratpaşa,6913324,2500 TRY,0 (Yeni),3. Kat,120m
1910,-,Hayır,-,2,Muratpaşa konuksever mah  3+1 günısılı kiralık daire,-,90m,900.0,2019-02-01 00:00:00,Konuksever Mahallesi',-,Muratpaşa,6915456,-,-,-,100m
1911,-,Hayır,Klimalı,5,Varlık mah kiralık eşyalı 1+1,1+1,55m,1000.0,2019-02-01 00:00:00,Varlık Mahallesi',1,Muratpaşa,6922934,1000 TRY,20 ve üzeri,Yüksek giriş,55m
1912,-,Hayır,-,4,Konyaaltı limanda havuzlu full eşyalı kiralık 3+1 daire,-,100m,1800.0,2019-02-01 00:00:00,Liman Mahallesi',-,Konyaaltı,6680953,1800 TRY,-,-,100m
1913,-,Hayır,-,3,Akdeniz üniversitesine yakın toros mah de 1+1 kiralık daire,-,45m,1250.0,2019-02-01 00:00:00,Toros Mahallesi',-,Konyaaltı,6861096,1250 TRY,-,-,60m
1914,-,Evet,Klimalı,10,Alanya mahmutlar  da kiralık 1+1 lüx eşyalı daire wifi,1+1,70m,1300.0,2019-02-01 00:00:00,Mahmutlar Mahallesi',1,Alanya,6732990,1300 TRY,2,2. Kat,70m
1915,-,Hayır,Klimalı,4,Sarısuda rezidansta kiralık 1+1 daire,1+1,65m,800.0,2019-02-01 00:00:00,Sarısu Mahallesi',1,Konyaaltı,6621337,-,5-10,4. Kat,70m
1916,-,Hayır,Isıtma yok,3,Beycan emlaktan kışla dubleks,4+1,160m,1000.0,2019-02-01 00:00:00,Kışla Mahallesi',Yok,Muratpaşa,6734743,1000 TRY,5-10,20-30,160m
1917,-,Hayır,Klimalı,2,Kıralık 3+1 sıfır 800 tl,3+1,130m,800.0,2019-02-01 00:00:00,Ayanoğlu Mahallesi',1,Kepez,6419219,800 TRY,0 (Yeni),2. Kat,130m
1918,Eşyalı,Hayır,Klimalı,4,Konyaaltı hurmada yüzme havuzlu sitede kiralık mobilyalı 1+1,1+1,60m,1250.0,2019-02-01 00:00:00,Hurma Mahallesi',1,Konyaaltı,6731735,1250 TRY,4,Bahçe katı,60m
1919,-,Hayır,-,4,Konyaaltı arapsuyunda 2+1 full eşyalı kiralık daire,-,100m,2000.0,2019-02-01 00:00:00,Kuşkavağı Mahallesi',-,Konyaaltı,6622766,2000 TRY,-,-,100m
