,Aidat (TL),Balkon,Banyo Sayısı,Bina Yaşı,Bulunduğu Kat,Depozito (TL),Eşyalı,Isıtma,Kat Sayısı,Kullanım Durumu,Oda Sayısı,Site İçerisinde,ad_link,ad_title,county,district,id,m² (Brüt),m² (Net),price,seller_link,seller_name,İlan No,İlan Tarihi
267,Belirtilmemiş,Var,2,0,2,Belirtilmemiş,Hayır,Klima,4,Boş,2+1,Evet,https://www.sahibinden.com/ilan/emlak-konut-kiralik-antora-dan-konaklar-bolgesi-nde-2-plus1-lux-kiralik-daire-656798637/detay,ANTORA'dan KONAKLAR BÖLGESİ'nde 2+1 LÜX KİRALIK DAİRE!,Konyaaltı,Arapsuyu,656798637,120,115.0,3000 TL,https://antorarealestate.sahibinden.com/,ANTORA REAL ESTATE,656798637,05 Şubat 2019
268,Belirtilmemiş,Var,1,4,3,Belirtilmemiş,Evet,Klima,4,Boş,1+1,Evet,https://www.sahibinden.com/ilan/emlak-konut-kiralik-side-de-1500-tl-ye-kiralik-1-plus1-daire-633478326/detay,side de 1500 tl ye kiralık 1+1 daire,Manavgat,Manavgat,633478326,80,70.0,1500 TL,https://myhomee.sahibinden.com/,MY HOME & TURKISH UTOPIA,633478326,05 Şubat 2019
269,20,Var,2,16-20 arası,3,1.250,Evet,Güneş Enerjisi,5,Boş,2+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-sahibinden-esyali-sigara-icilmemis-2-plus1-656266748/detay,"Sahibinden, eşyalı, sigara içilmemiş, 2+1",Muratpasa,Bahcelievler,656266748,90,90.0,1250 TL,from owner,from owner,656266748,04 Şubat 2019
270,120,Var,2,5-10 arası,1,1.000,Hayır,Klima,7,Kiracılı,3+1,,https://www.sahibinden.com/ilan/emlak-konut-kiralik-mollayusuf-karsisi-duraliler-mah-kiralik-site-ici-daire-656787814/detay,MOLLAYUSUF KARŞISI DURALİLER MAH KİRALIK SİTE İÇİ DAİRE,Kepez,Duraliler,656787814,155,140.0,1000 TL,https://evrenemlakantalya.sahibinden.com/,Ev-Ren Emlak,656787814,05 Şubat 2019
271,60,Var,1,4,3,1.200,Hayır,Doğalgaz (Kombi),4,Boş,2+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-konyaalti-liman-mah.denize-500-mt-dogalgazli-2-plus1-656786868/detay,KONYAALTI LİMAN MAH.DENİZE 500 mt DOĞALGAZLI 2+1,Konyaaltı,Arapsuyu,656786868,90,80.0,1200 TL,https://limanemlak1.sahibinden.com/,LİMAN EMLAK GAYRİMENKUL DANIŞMANLIĞI,656786868,05 Şubat 2019
272,Belirtilmemiş,Var,1,3,2,Belirtilmemiş,Hayır,Klima,3,Boş,2+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-ahatlida-katta-kiralik-2-plus1-105-m2-yola-cephe-900tl-605369334/detay,AHATLIDA KATTA KİRALIK 2+1 105 M2 YOLA CEPHE 900TL,Kepez,Ahatlı,605369334,105,,900 TL,https://arikanyapiemlak.sahibinden.com/,ARIKAN YAPI EMLAK,605369334,05 Şubat 2019
273,Belirtilmemiş,Var,2,0,4,Belirtilmemiş,Evet,Yerden Isıtma,4,Boş,3+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-konyaalti-pinarbasinda-yerden-isitmali-sifir-3-plus1-kiralik-dubleks-656777111/detay,KONYAALTI PINARBAŞINDA YERDEN ISITMALI SIFIR 3+1 KİRALIK DUBLEKS,Konyaaltı,Arapsuyu,656777111,175,150.0,2300 TL,https://tokelgayrimenkul.sahibinden.com/,TOKEL GAYRİMENKUL,656777111,05 Şubat 2019
274,Belirtilmemiş,Var,1,16-20 arası,2,Belirtilmemiş,Hayır,Klima,5,Mülk Sahibi,3+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-burhanettin-onat-caddesi-uzeri-ofis-veya-daire-olarak-genis-3-plus1-656771900/detay,BURHANETTİN ONAT CADDESİ ÜZERİ OFİS VEYA DAİRE OLARAK GENİŞ 3+1,Muratpasa,Genclik,656771900,160,150.0,2000 TL,https://emlakmarketiantalya.sahibinden.com/,EMLAK MARKETİ ANTALYA,656771900,05 Şubat 2019
275,Belirtilmemiş,Var,1,4,Yüksek Giriş,Belirtilmemiş,Evet,Klima,3,Boş,1+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-kiralik-esyali-1-plus1-daire-656286222/detay,KİRALIK EŞYALI 1+1 DAİRE,Aksu,Koyler,656286222,75,75.0,1100 TL,https://ecringayimenkul.sahibinden.com/,ECRİN GAYRİMENKUL,656286222,04 Şubat 2019
276,20,Var,1,21-25 arası,2,1.100,Hayır,Klima,4,Boş,2+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-yildiz-caddesinde-masrafsiz-1100-656758118/detay,yıldız caddesinde masrafsız 1100,Muratpasa,Bahcelievler,656758118,115,100.0,1100 TL,https://efsanemcmerisemlak.sahibinden.com/,EFSANE MC MERİS EMLAK,656758118,05 Şubat 2019
277,40,Var,1,16-20 arası,1,Belirtilmemiş,Hayır,Klima,3,Boş,3+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-zerdalilik-mahallesi-katta-3-plus1-kiralik-daire-656750869/detay,ZERDALİLİK MAHALLESİ KATTA 3+1 KİRALIK DAİRE,Muratpasa,Genclik,656750869,155,155.0,1050 TL,https://realtyworldtemagayrimenkul.sahibinden.com/,REALTY WORLD TEMA GAYRİMENKUL,656750869,05 Şubat 2019
278,20,Var,1,16-20 arası,Giriş Katı,1.000,Evet,Klima,3,Boş,2+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-muratpasa-guvenlik-mahallesi-full-esyali-2-plus1-656275114/detay,Muratpaşa Güvenlik Mahallesi Full Eşyalı 2+1,Muratpasa,Meltem,656275114,100,90.0,1000 TL,https://surmeliinsaatemlak.sahibinden.com/,Sürmeli İnşaat Emlak,656275114,04 Şubat 2019
279,40,Var,2,0,3,Belirtilmemiş,Hayır,Klima,3,Boş,3+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-lara-guzeloba-rauf-denktasta-kiralik-3-plus1-daire-642112084/detay,LARA GÜZELOBA RAUF DENKTAŞTA KİRALIK 3+1 DAİRE,Muratpasa,Lara,642112084,150,140.0,2000 TL,https://laragoldgayrimenkul.sahibinden.com/,LARA GOLD GAYRİMENKUL,642112084,05 Şubat 2019
280,Belirtilmemiş,Var,1,5-10 arası,4,Belirtilmemiş,Evet,Klima,9,Boş,2+1,,https://www.sahibinden.com/ilan/emlak-konut-kiralik-liman-mah-esyali-2-plus1-kiralik-daire-600532941/detay,LİMAN MAH EŞYALI 2+1 KİRALIK DAİRE,Konyaaltı,Arapsuyu,600532941,145,,1200 TL,https://efemlakk.sahibinden.com/,EFE EMLAK,600532941,05 Şubat 2019
281,Belirtilmemiş,Var,1,5-10 arası,Giriş Katı,Belirtilmemiş,Evet,Klima,2,Boş,1+1,Evet,https://www.sahibinden.com/ilan/emlak-konut-kiralik-unaloglundan-caglayanda-1-plus1-esyali-giris-15-subatta-bosalicak-657177760/detay,ÜNALOĞLUNDAN ÇAĞLAYANDA 1+1 EŞYALI GİRİŞ (15 ŞUBATTA BOŞALICAK),Muratpasa,Lara,657177760,60,60.0,1600 TL,https://unalogluemlaklara.sahibinden.com/,ÜNALOĞLU EMLAK,657177760,06 Şubat 2019
282,Belirtilmemiş,Var,4,26-30 arası,2,Belirtilmemiş,Hayır,Soba,3,Boş,3+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-ornek-mahallesi-yenilenmis-3-plus1-genis-daire-656743136/detay,örnek mahallesi yenilenmiş 3+1 geniş daire,Manavgat,Manavgat,656743136,165,140.0,800 TL,https://manavgatturyap.sahibinden.com/,TURYAP MANAVGAT TEMSİLCİLİĞİ,656743136,05 Şubat 2019
283,250,Var,2,5-10 arası,Villa Tipi,Belirtilmemiş,Evet,Klima,2,Boş,3+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-unaloglu-dan-kircamii-de-3-plus1-mobilyali-kiralik-ikiz-villa-656724974/detay,ÜNALOĞLU'DAN KIRCAMİİ DE 3+1 MOBİLYALI KİRALIK İKİZ VİLLA,Muratpasa,Guzeloluk,656724974,200,180.0,2800 TL,https://unalogluemlakantalya.sahibinden.com/,ÜNALOĞLU EMLAK KADİR ÜNAL,656724974,05 Şubat 2019
284,Belirtilmemiş,Yok,1,2,1,950,Evet,Klima,4,Boş,1+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-kultur-de-esyali-1-plus1-kiralik-daire-ozel-emlaktan-656731413/detay,KÜLTÜR'DE EŞYALI 1+1 KİRALIK DAİRE ÖZEL EMLAKTAN,Kepez,Ahatlı,656731413,45,40.0,950 TL,https://ozelemlakdanismanlik.sahibinden.com/,ÖZEL EMLAK & DANIŞMANLIK,656731413,05 Şubat 2019
285,0,Belirtilmemiş,1,2,2,Belirtilmemiş,Evet,Klima,4,Boş,2+1,Evet,https://www.sahibinden.com/ilan/emlak-konut-kiralik-kultur-de-2-plus1-full-sifir-esyali-kiralik-daire-akdeniz-uni-5dk-407351013/detay,KÜLTÜR'DE 2+1 FULL SIFIR EŞYALI KİRALIK DAİRE / AKDENİZ ÜNİ. 5DK,Kepez,Ahatlı,407351013,75,70.0,1150 TL,https://vizyonemlakofisi.sahibinden.com/,VİZYON EMLAK OTOMOTİV,407351013,05 Şubat 2019
286,Belirtilmemiş,Var,1,11-15 arası,2,Belirtilmemiş,Hayır,Soba,3,Boş,3+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-barbaros-caddesi-yakini-kiralik-daire-656730613/detay,BARBAROS CADDESİ YAKINI KİRALIK DAİRE,Manavgat,Manavgat,656730613,140,130.0,750 TL,https://ozbaylaremlak.sahibinden.com/,ÖZBAYLAR EMLAK,656730613,05 Şubat 2019
287,85,Var,2,5-10 arası,2,Belirtilmemiş,Evet,Klima,2,Boş,2+1,Evet,https://www.sahibinden.com/ilan/emlak-konut-kiralik-guzeloba-da-havuzlu-site-de-luks-esyali-2-plus1-kiralik-daire-642532045/detay,Güzeloba'da Havuzlu Site'de Lüks Eşyalı 2+1 Kiralık Daire,Muratpasa,Lara,642532045,165,145.0,2750 TL,https://istgayrimenkul.sahibinden.com/,IST GAYRİMENKUL EMLAK YATIRIM DANIŞMANLIĞI,642532045,06 Şubat 2019
288,50,Var,1,5-10 arası,11,Belirtilmemiş,Hayır,Kat Kaloriferi,12,Kiracılı,2+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-kiralik-daire-657141434/detay,Kiralık daire,Kepez,Sutculer,657141434,90,90.0,600 TL,from owner,from owner,657141434,06 Şubat 2019
289,Belirtilmemiş,Var,1,0,Yüksek Giriş,Belirtilmemiş,Hayır,Klima,5,Boş,2+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-kiziltoprak-ta-2-plus1-90m2-ayri-mutfakli-giris-kat-kiralik-daire-642570432/detay,KIZILTOPRAK'TA 2+1 90m2 AYRI MUTFAKLI GİRİŞ KAT KİRALIK DAİRE,Muratpasa,Kızıltoprak,642570432,90,85.0,750 TL,https://demirozyapi.sahibinden.com/,DEMİRÖZ EMLAK,642570432,05 Şubat 2019
290,100,Yok,1,5-10 arası,Giriş Katı,1.500,Evet,Klima,4,Boş,2+1,Evet,https://www.sahibinden.com/ilan/emlak-konut-kiralik-sarisuda-esyali-kiralik-giris-kat-daire-657154687/detay,SARISUDA EŞYALI KİRALIK GİRİŞ KAT DAİRE,Konyaaltı,Arapsuyu,657154687,95,85.0,1500 TL,https://nas-ahomes.sahibinden.com/,REALTY WORLD NAS-A GAYRİMENKUL,657154687,06 Şubat 2019
291,Belirtilmemiş,Var,1,0,3,Belirtilmemiş,Hayır,Klima,3,Boş,2+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-sutculer-husnu-karakas-da-2-plus1-asansorlu-dublex-kiralik-642451099/detay,SÜTÇÜLER HÜSNÜ KARAKAŞ DA 2+1 ASANSÖRLÜ DUBLEX KİRALIK,Kepez,Sutculer,642451099,160,150.0,800 TL,https://ackemlakantalya.sahibinden.com/,ACK EMLAK ANTALYA,642451099,05 Şubat 2019
292,25,Var,1,5-10 arası,Yüksek Giriş,1.250,Evet,Klima,2,Boş,1+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-guzeloba-rauf-denktas-bul-uzeri-1-plus1-mobilyali-daire-656710151/detay,GÜZELOBA RAUF DENKTAŞ BUL ÜZERİ 1+1 MOBİLYALI DAİRE,Muratpasa,Lara,656710151,80,70.0,1250 TL,https://haciosmangayrimenkul.sahibinden.com/,HACIOSMAN İNŞAAT&GAYRİMENKUL,656710151,05 Şubat 2019
293,20,Yok,1,11-15 arası,Giriş Katı,Belirtilmemiş,Hayır,Klima,9,Boş,1+1,Evet,https://www.sahibinden.com/ilan/emlak-konut-kiralik-antalya-kepez-safakta-kiralik-1-plus1-daire-no.17355-657152891/detay,ANTALYA KEPEZ ŞAFAKTA KİRALIK 1+1 DAİRE NO.17355,Kepez,Duraliler,657152891,60,60.0,400 TL,https://estelemlak.sahibinden.com/,ESTEL EMLAK,657152891,06 Şubat 2019
294,Belirtilmemiş,Var,1,4,Yüksek Giriş,Belirtilmemiş,Belirtilmemiş,Yok,3,Boş,1+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-gundogdu-yesilirmak-caddeye-yakin-1-plus1-giris-daire-657149855/detay,GÜNDOĞDU YEŞİLIRMAK CADDEYE YAKIN 1+1 GİRİŞ DAİRE,Kepez,Yeniemek,657149855,80,70.0,550 TL,https://kepezemlakinsaat.sahibinden.com/,KEPEZ İNŞAAT EMLAK,657149855,06 Şubat 2019
295,Belirtilmemiş,Var,1,4,Zemin Kat,Belirtilmemiş,Evet,Klima,4,Boş,1+1,Evet,https://www.sahibinden.com/ilan/emlak-konut-kiralik-hurma-1-plus1-esyali-657146301/detay,Hurma 1+1 eşyalı,Konyaaltı,Merkez,657146301,70,60.0,1300 TL,https://06gayrimenkuk.sahibinden.com/,06 GAYRİMENKUL,657146301,06 Şubat 2019
296,Belirtilmemiş,Var,1,4,3,650,Hayır,Klima,3,Boş,2+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-kepez-mehmet-akif-ersoyda-kiralik-657142834/detay,KEPEZ MEHMET AKIF ERSOYDA KİRALIK,Kepez,Sutculer,657142834,95,90.0,650 TL,https://denizgayrimenkulantalya007.sahibinden.com/,Deniz Gayrimenkul,657142834,06 Şubat 2019
297,0,Var,1,0,3,0,Evet,Klima,5,Boş,Stüdyo (1+0),Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-aidat-yok-depozito-yok-full-esyali-katta-daire-1-plus0-700-tl-657140421/detay,AİDAT YOK DEPOZİTO YOK FULL EŞYALI KATTA DAİRE 1+0 700 TL,Muratpasa,Carsı,657140421,90,80.0,700 TL,https://ayazgayrimenkulantalya.sahibinden.com/,Ayaz gayrimenkul,657140421,06 Şubat 2019
298,30,Yok,1,1,Bodrum Kat,550,Evet,Klima,4,Boş,Stüdyo (1+0),Evet,https://www.sahibinden.com/ilan/emlak-konut-kiralik-kulturde-internetli-full-esyali-1-plus0-daire-550-tl-656685021/detay,KÜLTÜRDE İNTERNETLİ FULL EŞYALI 1+0 DAİRE 550 TL!!!,Kepez,Ahatlı,656685021,30,25.0,550 TL,https://ayfigayrimenkul.sahibinden.com/,Ayfi Gayrimenkul,656685021,05 Şubat 2019
299,100,Var,1,16-20 arası,1,Belirtilmemiş,Hayır,Yok,7,Boş,3+1,,https://www.sahibinden.com/ilan/emlak-konut-kiralik-kepez-cankaya-kiralik-3-plus1-akdeniz-konutlari-sitesi-613436362/detay,KEPEZ ÇANKAYA KİRALIK 3+1 AKDENİZ KONUTLARI SİTESİ,Kepez,Erenkoy,613436362,135,110.0,700 TL,https://ozakinciemlak.sahibinden.com/,ÖZAKINCI EMLAK,613436362,06 Şubat 2019
300,100,Var,1,4,1,1.150,Evet,Klima,5,Boş,1+1,,https://www.sahibinden.com/ilan/emlak-konut-kiralik-antalya-konyaalti-hurma-da-esyali-kiralik-1-plus1-havuzlu-daire-656204215/detay,antalya konyaaltı hurma da esyalı kıralık 1+1 havuzlu daıre,Konyaaltı,Merkez,656204215,70,65.0,1150 TL,https://sarisuemlak.sahibinden.com/,SARISU EMLAK & İNŞAAT,656204215,04 Şubat 2019
301,Belirtilmemiş,Var,1,0,3,Belirtilmemiş,Hayır,Klima,4,Boş,3+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-bahceyaka-merkezde-3-plus1-130m2-1.ve-3-katlarda-sifir-lux-kiralik-632537955/detay,BAHÇEYAKA MERKEZDE 3+1 130M2 1.VE 3. KATLARDA SIFIR LUX KİRALIK,Dosemealtı,Yenikoy,632537955,135,120.0,900 TL,https://gokdelenemlak.sahibinden.com/,GÖKDELEN EMLAK İNŞAAT,632537955,05 Şubat 2019
302,Belirtilmemiş,Yok,1,0,Giriş Katı,Belirtilmemiş,Hayır,Yerden Isıtma,9,Boş,2+1,Evet,https://www.sahibinden.com/ilan/emlak-konut-kiralik-bahce-kati-2-plus1-kiralik-sifir-daire-633192403/detay,BAHÇE KATI 2+1 KİRALIK SIFIR DAİRE,Muratpasa,Lara,633192403,100,100.0,3500 TL,https://astekemlak.sahibinden.com/,Astek Emlak İnşaat,633192403,06 Şubat 2019
303,100,Var,1,5-10 arası,Yüksek Giriş,900,Hayır,Klima,4,Boş,2+1,Evet,https://www.sahibinden.com/ilan/emlak-konut-kiralik-sahibinden-kiralik-2-plus1-yuksek-giris-656007393/detay,SAHİBİNDEN KİRALIK 2+1 YÜKSEK GİRİŞ,Konyaaltı,Merkez,656007393,100,90.0,900 TL,from owner,from owner,656007393,04 Şubat 2019
304,20,Var,1,5-10 arası,Çatı Katı,1.250,Evet,Klima,3,Boş,1+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-larada-fener-dan-1-plus1-cati-kati-daire-kiralik-657004246/detay,LARADA FENER DAN 1 +1 ÇATI KATİ DAİRE KİRALIK,Muratpasa,Fener,657004246,70,60.0,1250 TL,https://parsikan.sahibinden.com/,parsikan,657004246,06 Şubat 2019
305,Belirtilmemiş,Var,1,16-20 arası,1,Belirtilmemiş,Hayır,Klima,3,Boş,2+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-sedir-mahallesinde-2-plus1-115m2-genis-kullanisli-kiralik-daire-656036024/detay,SEDİR MAHALLESİNDE 2+1 115M2 GENİŞ KULLANIŞLI KİRALIK DAİRE,Muratpasa,Eskisanayi,656036024,115,110.0,850 TL,https://hisaryatirimgayrimenkul.sahibinden.com/,HİSAR YATIRIM GAYRİMENKUL,656036024,04 Şubat 2019
306,0,Var,1,5-10 arası,Yüksek Giriş,Belirtilmemiş,Hayır,Kat Kaloriferi,4,Boş,4+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-sahibinden-4-plus1-200m2-daire-581324364/detay,sahibinden 4+1 200m2 daire,Serik,Serik,581324364,200,200.0,800 TL,from owner,from owner,581324364,04 Şubat 2019
307,Belirtilmemiş,Var,1,0,2,Belirtilmemiş,Evet,Klima,3,Boş,1+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-konyaalti-toros-mah.de-yeni-lux-ful-esyali-1-plus1-daire-613507592/detay,KONYAALTI TOROS MAH.DE YENİ LÜX FUL EŞYALI 1+1 DAİRE,Konyaaltı,Merkez,613507592,65,55.0,1300 TL,https://hisaremlakali.sahibinden.com/,HİSAR EMLAK ALİ,613507592,05 Şubat 2019
308,Belirtilmemiş,Var,1,2,Kot 3,Belirtilmemiş,Evet,Klima,5,Boş,1+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-antalya-alanya-crown-city-655966398/detay,Antalya alanya crown city,Alanya,Alanya,655966398,75,70.0,3000 TL,from owner,from owner,655966398,03 Şubat 2019
309,25,Var,1,11-15 arası,1,Belirtilmemiş,Evet,Klima,3,Boş,2+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-esyali-kiralik-daire-655967998/detay,EŞYALI KİRALIK DAİRE,Kepez,Duraliler,655967998,90,90.0,1200 TL,from owner,from owner,655967998,03 Şubat 2019
310,20,Var,1,5-10 arası,Yüksek Giriş,600,Hayır,Klima,3,Boş,2+1,Evet,https://www.sahibinden.com/ilan/emlak-konut-kiralik-kepez-devlet-hastanesi-yakini-site-ici-temiz-daire-655956049/detay,Kepez Devlet Hastanesi Yakını Site İçi Temiz daire,Kepez,Sutculer,655956049,90,75.0,600 TL,from owner,from owner,655956049,03 Şubat 2019
311,Belirtilmemiş,Var,1,0,1,Belirtilmemiş,Hayır,Yok,3,Boş,3+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-karsiyakada-deniz-manzarali-kiralik-3-plus1-daire-643366408/detay,Karşıyakada Deniz manzaralı kiralık 3+1 daire,Finike,Finike,643366408,120,120.0,800 TL,https://aydinemlakfinike.sahibinden.com/,AYDIN EMLAK FİNİKE,643366408,04 Şubat 2019
312,10,Var,1,1,Yüksek Giriş,500,Hayır,Klima,2,Boş,1+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-kiralik-1-plus1-75m2-ankastre-panjur-spot-led-yerden-yuksek-giris-656481082/detay,!! KİRALIK 1+1 75m2 ANKASTRE PANJUR SPOT LED YERDEN YÜKSEK GİRİŞ,Kepez,Erenkoy,656481082,80,75.0,500 TL,https://dogruadressemlak.sahibinden.com/,ADRESS EMLAK,656481082,04 Şubat 2019
313,Belirtilmemiş,Var,1,0,2,Belirtilmemiş,Evet,Klima,4,Boş,1+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-guvenlikli-yeni-dekore-edilmis-sifir-esyali-mutfakli-1-plus1-daire-656471121/detay,GÜVENLİKLİ YENİ DEKORE EDİLMİŞ SIFIR EŞYALI MUTFAKLI 1+1 DAİRE,Kemer,Kemer,656471121,76,70.0,900 TL,https://kalenderemlakgoynuk.sahibinden.com/,KALENDER EMLAK GÖYNÜK,656471121,04 Şubat 2019
314,0,Var,2,5-10 arası,6,Belirtilmemiş,Evet,Klima,10,Boş,2+1,,https://www.sahibinden.com/ilan/emlak-konut-kiralik-kiralik-2-arti-1-daire-cikcilli-mahallesi-631861594/detay,kiralık 2 artı 1 daire cikcilli Mahallesi,Alanya,Alanya,631861594,110,110.0,3000 TL,https://obagayrimenkulalanya.sahibinden.com/,OBA GAYRİMENKUL ALANYA,631861594,03 Şubat 2019
315,Belirtilmemiş,Var,2,5-10 arası,7,Belirtilmemiş,Evet,Doğalgaz (Kombi),10,Boş,3+1,,https://www.sahibinden.com/ilan/emlak-konut-kiralik-alanya-mahmutlar-da-esyali-daire-aciklama-okuyunuz-630898035/detay,Alanya Mahmutlar da EŞYALI DAİRE [açıklama okuyunuz,Alanya,Alanya,630898035,200,180.0,2000 TL,https://canemlakdiyarbakir.sahibinden.com/,CAN EMLAK,630898035,05 Şubat 2019
316,10,Var,1,5-10 arası,3,Belirtilmemiş,Evet,Klima,3,Boş,2+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-karsiyaka-mah-esyali-daire-656464859/detay,KARŞIYAKA MAH. EŞYALI DAİRE,Kepez,Yeniemek,656464859,110,110.0,1100 TL,https://kariyer07.sahibinden.com/,AKDENİZ SİTE EMLAK,656464859,04 Şubat 2019
317,Belirtilmemiş,Var,1,11-15 arası,4,Belirtilmemiş,Evet,Klima,10,Boş,1+1,Evet,https://www.sahibinden.com/ilan/emlak-konut-kiralik-delfin-emlak-dan-ornekkoyde-katta-esyali-deniz-manzarali-1-plus1-656444918/detay,DELFİN EMLAK'dan ÖRNEKKÖYDE KATTA EŞYALI DENİZ MANZARALI 1+1,Muratpasa,Lara,656444918,70,65.0,1350 TL,https://delfinemlak.sahibinden.com/,DELFİN EMLAK,656444918,04 Şubat 2019
318,Belirtilmemiş,Var,1,0,Yüksek Giriş,Belirtilmemiş,Hayır,Yok,3,Boş,2+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-kiralik-super-lux-daire-655923415/detay,Kiralık süper lüx daire,Korkuteli,Korkuteli,655923415,130,115.0,550 TL,from owner,from owner,655923415,03 Şubat 2019
319,25,Var,1,5-10 arası,1,950,Hayır,Klima,5,Boş,3+1,Evet,https://www.sahibinden.com/ilan/emlak-konut-kiralik-arici-emlak-3-plus1-130-m2-950-tl-655936966/detay,ARICI EMLAK 3+1 130 m2 950 TL,Muratpasa,Kızıltoprak,655936966,130,120.0,950 TL,https://ariciemlakantalya.sahibinden.com/,ARICI GAYRİMENKUL ANTALYA,655936966,03 Şubat 2019
320,150,Var,2,4,6,4.500,Evet,Doğalgaz (Kombi),6,Boş,3+1,Evet,https://www.sahibinden.com/ilan/emlak-konut-kiralik-konyaltinda-deniz-manzarali-esyali-lux-recidence-655932960/detay,KONYALTINDA DENİZ MANZARALI EŞYALI LÜX RECİDENCE,Konyaaltı,Arapsuyu,655932960,200,185.0,4500 TL,https://ahggrupinsaatgayrimenkul.sahibinden.com/,AHG GROUP İNŞAAT&GAYRİMENKUL,655932960,03 Şubat 2019
321,60,Var,2,5-10 arası,Bahçe Katı,1.750,Hayır,Klima,4,Boş,4+1,Evet,https://www.sahibinden.com/ilan/emlak-konut-kiralik-sahibinden-komisyonsuz-bahce-giris-4-plus1-ters-dubleks-daire-1.750-655923424/detay,Sahibinden komisyonsuz bahçe giriş 4+1 ters dubleks daire 1.750,Konyaaltı,Arapsuyu,655923424,180,170.0,1750 TL,from owner,from owner,655923424,03 Şubat 2019
322,0,Var,2,11-15 arası,8,1.500,Hayır,Klima,8,Boş,3+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-guzeloba-180-m2-cift-banyolu-manzarali-ferah-dubleks-656413545/detay,Guzeloba 180 m2 çift banyolu manzaralı ferah dubleks,Muratpasa,Lara,656413545,180,150.0,1200 TL,https://antalyainvest.sahibinden.com/,ANTALYA İNVEST,656413545,04 Şubat 2019
323,200,Var,1,4,1,Belirtilmemiş,Hayır,Klima,3,Boş,2+1,,https://www.sahibinden.com/ilan/emlak-konut-kiralik-sun-gyo-dan-side-hill-3-sitesinde-kiralik-bos-daire-656855929/detay,SUN GYO'DAN SİDE HİLL 3 SİTESİNDE KİRALIK BOŞ DAİRE,Manavgat,Manavgat,656855929,110,90.0,1400 TL,https://sunemlakgyo.sahibinden.com/,SUN EMLAK GYO,656855929,05 Şubat 2019
324,Belirtilmemiş,Var,1,5-10 arası,Kot 1,Belirtilmemiş,Hayır,Soba,3,Boş,3+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-edanur-emlaktan-bahceli-evlerde-kiralik-3-plus1-daire-656883898/detay,EDANUR EMLAKTAN BAHCELI EVLERDE KIRALIK 3+1 DAIRE,Manavgat,Manavgat,656883898,160,150.0,1000 TL,https://edanuremlak.sahibinden.com/,EDANUR EMLAK,656883898,05 Şubat 2019
325,Belirtilmemiş,Var,1,0,1,Belirtilmemiş,Hayır,Klima,3,Boş,3+1,Hayır,https://www.sahibinden.com/ilan/emlak-konut-kiralik-sifir-3-plus1-lux-katta-tek-daire-656410332/detay,SIFIR 3+1 Lüx katta tek daire,Kepez,Erenkoy,656410332,130,130.0,850 TL,https://bekircetintas.sahibinden.com/,Çetintaş İnşaat Gayrimenkul,656410332,04 Şubat 2019
